"Step","phase1-reasoning - tech/lr","phase1-reasoning - tech/lr__MIN","phase1-reasoning - tech/lr__MAX"
"139","0.00002","0.00002","0.00002"
"140","0.00002","0.00002","0.00002"
"141","0.00002","0.00002","0.00002"
"142","0.00002","0.00002","0.00002"
"143","0.00002","0.00002","0.00002"
"144","0.00002","0.00002","0.00002"
"145","0.00002","0.00002","0.00002"
"146","0.00002","0.00002","0.00002"
"147","0.00002","0.00002","0.00002"
"148","0.00002","0.00002","0.00002"
"149","0.00002","0.00002","0.00002"
"150","0.00002","0.00002","0.00002"
"151","0.00002","0.00002","0.00002"
"152","0.00002","0.00002","0.00002"
"153","0.00002","0.00002","0.00002"
"154","0.00002","0.00002","0.00002"
"156","0.00002","0.00002","0.00002"
"157","0.00002","0.00002","0.00002"
"158","0.00002","0.00002","0.00002"
"159","0.00002","0.00002","0.00002"
"160","0.00002","0.00002","0.00002"
"161","0.00002","0.00002","0.00002"
"162","0.00002","0.00002","0.00002"
"163","0.00002","0.00002","0.00002"
"164","0.00002","0.00002","0.00002"
"165","0.00002","0.00002","0.00002"
"166","0.00002","0.00002","0.00002"
"167","0.00002","0.00002","0.00002"
"168","0.00002","0.00002","0.00002"
"169","0.00002","0.00002","0.00002"
"170","0.00002","0.00002","0.00002"
"171","0.00002","0.00002","0.00002"
"172","0.00002","0.00002","0.00002"
"173","0.00002","0.00002","0.00002"
"174","0.00002","0.00002","0.00002"
"175","0.00002","0.00002","0.00002"
"176","0.00002","0.00002","0.00002"
"177","0.00002","0.00002","0.00002"
"178","0.00002","0.00002","0.00002"
"179","0.00002","0.00002","0.00002"
"180","0.00002","0.00002","0.00002"
"182","0.00002","0.00002","0.00002"
"183","0.00002","0.00002","0.00002"
"184","0.00002","0.00002","0.00002"
"185","0.00002","0.00002","0.00002"
"186","0.00002","0.00002","0.00002"
"187","0.00002","0.00002","0.00002"
"188","0.00002","0.00002","0.00002"
"189","0.00002","0.00002","0.00002"
"190","0.00002","0.00002","0.00002"
"191","0.00002","0.00002","0.00002"
"192","0.00002","0.00002","0.00002"
"193","0.00002","0.00002","0.00002"
"194","0.00002","0.00002","0.00002"
"195","0.00002","0.00002","0.00002"
"196","0.00002","0.00002","0.00002"
"197","0.00002","0.00002","0.00002"
"198","0.00002","0.00002","0.00002"
"199","0.00002","0.00002","0.00002"
"200","0.00002","0.00002","0.00002"
"201","0.00002","0.00002","0.00002"
"202","0.00002","0.00002","0.00002"
"203","0.00002","0.00002","0.00002"
"204","0.00002","0.00002","0.00002"
"205","0.00002","0.00002","0.00002"
"206","0.00002","0.00002","0.00002"
"208","0.00002","0.00002","0.00002"
"209","0.00002","0.00002","0.00002"
"210","0.00002","0.00002","0.00002"
"211","0.00002","0.00002","0.00002"
"212","0.00002","0.00002","0.00002"
"213","0.00002","0.00002","0.00002"
"214","0.00002","0.00002","0.00002"
"215","0.00002","0.00002","0.00002"
"216","0.00002","0.00002","0.00002"
"217","0.00002","0.00002","0.00002"
"218","0.00002","0.00002","0.00002"
"219","0.00002","0.00002","0.00002"
"220","0.00002","0.00002","0.00002"
"221","0.00002","0.00002","0.00002"
"222","0.00002","0.00002","0.00002"
"223","0.00002","0.00002","0.00002"
"224","0.00002","0.00002","0.00002"
"225","0.00002","0.00002","0.00002"
"226","0.00002","0.00002","0.00002"
"227","0.00002","0.00002","0.00002"
"228","0.00002","0.00002","0.00002"
"229","0.00002","0.00002","0.00002"
"230","0.00002","0.00002","0.00002"
"231","0.00002","0.00002","0.00002"
"232","0.00002","0.00002","0.00002"
"234","0.00002","0.00002","0.00002"
"235","0.00002","0.00002","0.00002"
"236","0.00002","0.00002","0.00002"
"237","0.00002","0.00002","0.00002"
"238","0.00002","0.00002","0.00002"
"239","0.00002","0.00002","0.00002"
"240","0.00002","0.00002","0.00002"
"241","0.00002","0.00002","0.00002"
"242","0.00002","0.00002","0.00002"
"243","0.00002","0.00002","0.00002"
"244","0.00002","0.00002","0.00002"
"245","0.00002","0.00002","0.00002"
"246","0.00002","0.00002","0.00002"
"247","0.00002","0.00002","0.00002"
"248","0.00002","0.00002","0.00002"
"249","0.00002","0.00002","0.00002"
"250","0.00002","0.00002","0.00002"
"251","0.00002","0.00002","0.00002"
"252","0.00002","0.00002","0.00002"
"253","0.00002","0.00002","0.00002"
"254","0.00002","0.00002","0.00002"
"255","0.00002","0.00002","0.00002"
"256","0.00002","0.00002","0.00002"
"257","0.00002","0.00002","0.00002"
"258","0.00002","0.00002","0.00002"
"260","0.00002","0.00002","0.00002"
"261","0.00002","0.00002","0.00002"
"262","0.00002","0.00002","0.00002"
"263","0.00002","0.00002","0.00002"
"264","0.00002","0.00002","0.00002"
"265","0.00002","0.00002","0.00002"
"266","0.00002","0.00002","0.00002"
"267","0.00002","0.00002","0.00002"
"268","0.00002","0.00002","0.00002"
"269","0.00002","0.00002","0.00002"
"270","0.00002","0.00002","0.00002"
"271","0.00002","0.00002","0.00002"
"272","0.00002","0.00002","0.00002"
"273","0.00002","0.00002","0.00002"
"274","0.00002","0.00002","0.00002"
"275","0.00002","0.00002","0.00002"
"276","0.00002","0.00002","0.00002"
"277","0.00002","0.00002","0.00002"
"278","0.00002","0.00002","0.00002"
"279","0.00002","0.00002","0.00002"
"280","0.00002","0.00002","0.00002"
"281","0.00002","0.00002","0.00002"
"282","0.00002","0.00002","0.00002"
"283","0.00002","0.00002","0.00002"
"284","0.00002","0.00002","0.00002"
"286","0.00002","0.00002","0.00002"
"287","0.00002","0.00002","0.00002"
"288","0.00002","0.00002","0.00002"
"289","0.00002","0.00002","0.00002"
"290","0.00002","0.00002","0.00002"
"291","0.00002","0.00002","0.00002"
"292","0.00002","0.00002","0.00002"
"293","0.00002","0.00002","0.00002"
"294","0.00002","0.00002","0.00002"
"295","0.00002","0.00002","0.00002"
"296","0.00002","0.00002","0.00002"
"297","0.00002","0.00002","0.00002"
"298","0.00002","0.00002","0.00002"
"299","0.00002","0.00002","0.00002"
"300","0.00002","0.00002","0.00002"
"301","0.00002","0.00002","0.00002"
"302","0.00002","0.00002","0.00002"
"303","0.00002","0.00002","0.00002"
"304","0.00002","0.00002","0.00002"
"305","0.00002","0.00002","0.00002"
"306","0.00002","0.00002","0.00002"
"307","0.00002","0.00002","0.00002"
"308","0.00002","0.00002","0.00002"
"309","0.00002","0.00002","0.00002"
"310","0.00002","0.00002","0.00002"
"312","0.00002","0.00002","0.00002"
"313","0.00002","0.00002","0.00002"
"314","0.00002","0.00002","0.00002"
"315","0.00002","0.00002","0.00002"
"316","0.00002","0.00002","0.00002"
"317","0.00002","0.00002","0.00002"
"318","0.00002","0.00002","0.00002"
"319","0.00002","0.00002","0.00002"
"320","0.00002","0.00002","0.00002"
"321","0.00002","0.00002","0.00002"
"322","0.00002","0.00002","0.00002"
"323","0.00002","0.00002","0.00002"
"324","0.00002","0.00002","0.00002"
"325","0.00002","0.00002","0.00002"
"326","0.00002","0.00002","0.00002"
"327","0.00002","0.00002","0.00002"
"328","0.00002","0.00002","0.00002"
"329","0.00002","0.00002","0.00002"
"330","0.00002","0.00002","0.00002"
"331","0.00002","0.00002","0.00002"
"332","0.00002","0.00002","0.00002"
"333","0.00002","0.00002","0.00002"
"334","0.00002","0.00002","0.00002"
"335","0.00002","0.00002","0.00002"
"336","0.00002","0.00002","0.00002"
"338","0.00002","0.00002","0.00002"
"339","0.00002","0.00002","0.00002"
"340","0.00002","0.00002","0.00002"
"341","0.00002","0.00002","0.00002"
"342","0.00002","0.00002","0.00002"
"343","0.00002","0.00002","0.00002"
"344","0.00002","0.00002","0.00002"
"345","0.00002","0.00002","0.00002"
"346","0.00002","0.00002","0.00002"
"347","0.00002","0.00002","0.00002"
"348","0.00002","0.00002","0.00002"
"349","0.00002","0.00002","0.00002"
"350","0.00002","0.00002","0.00002"
"351","0.00002","0.00002","0.00002"
"352","0.00002","0.00002","0.00002"
"353","0.00002","0.00002","0.00002"
"354","0.00002","0.00002","0.00002"
"355","0.00002","0.00002","0.00002"
"356","0.00002","0.00002","0.00002"
"357","0.00002","0.00002","0.00002"
"358","0.00002","0.00002","0.00002"
"359","0.00002","0.00002","0.00002"
"360","0.00002","0.00002","0.00002"
"361","0.00002","0.00002","0.00002"
"362","0.00002","0.00002","0.00002"
"364","0.00002","0.00002","0.00002"
"365","0.00002","0.00002","0.00002"
"366","0.00002","0.00002","0.00002"
"367","0.00002","0.00002","0.00002"
"368","0.00002","0.00002","0.00002"
"369","0.00002","0.00002","0.00002"
"370","0.00002","0.00002","0.00002"
