"Step","phase1-reasoning - loss","phase1-reasoning - loss__MIN","phase1-reasoning - loss__MAX"
"74","18.2840715944767","18.2840715944767","18.2840715944767"
"75","17.939758449792862","17.939758449792862","17.939758449792862"
"76","15.335209429264069","15.335209429264069","15.335209429264069"
"77","21.71137809753418","21.71137809753418","21.71137809753418"
"78","20.587492376565933","20.587492376565933","20.587492376565933"
"79","19.87937045097351","19.87937045097351","19.87937045097351"
"80","19.322307735681534","19.322307735681534","19.322307735681534"
"81","21.83450698852539","21.83450698852539","21.83450698852539"
"82","23.287019968032837","23.287019968032837","23.287019968032837"
"83","17.34270006418228","17.34270006418228","17.34270006418228"
"84","20.724954277276993","20.724954277276993","20.724954277276993"
"85","18.855213552713394","18.855213552713394","18.855213552713394"
"86","20.12871018052101","20.12871018052101","20.12871018052101"
"87","18.621846616268158","18.621846616268158","18.621846616268158"
"88","19.800337940454483","19.800337940454483","19.800337940454483"
"89","21.953522205352783","21.953522205352783","21.953522205352783"
"90","20.74719548225403","20.74719548225403","20.74719548225403"
"91","17.77291637659073","17.77291637659073","17.77291637659073"
"92","19.841605693101883","19.841605693101883","19.841605693101883"
"93","17.124227106571198","17.124227106571198","17.124227106571198"
"94","16.675823509693146","16.675823509693146","16.675823509693146"
"95","24.2393581867218","24.2393581867218","24.2393581867218"
"96","14.906983584165573","14.906983584165573","14.906983584165573"
"97","17.683197796344757","17.683197796344757","17.683197796344757"
"98","18.98552194237709","18.98552194237709","18.98552194237709"
"99","12.769127249717712","12.769127249717712","12.769127249717712"
"100","22.905176401138306","22.905176401138306","22.905176401138306"
"101","11.254774808883667","11.254774808883667","11.254774808883667"
"102","16.16913205385208","16.16913205385208","16.16913205385208"
"103","17.728854328393936","17.728854328393936","17.728854328393936"
"104","18.07195881009102","18.07195881009102","18.07195881009102"
"105","15.866136610507965","15.866136610507965","15.866136610507965"
"106","20.996618896722794","20.996618896722794","20.996618896722794"
"107","20.161248832941055","20.161248832941055","20.161248832941055"
"108","20.07659450173378","20.07659450173378","20.07659450173378"
"109","21.638148546218872","21.638148546218872","21.638148546218872"
"110","22.314708948135376","22.314708948135376","22.314708948135376"
"111","19.206292897462845","19.206292897462845","19.206292897462845"
"112","19.18555846810341","19.18555846810341","19.18555846810341"
"113","13.34518751502037","13.34518751502037","13.34518751502037"
"114","14.058679312467575","14.058679312467575","14.058679312467575"
"115","18.26244407892227","18.26244407892227","18.26244407892227"
"116","23.89333963394165","23.89333963394165","23.89333963394165"
"117","15.201854288578033","15.201854288578033","15.201854288578033"
"118","15.294513642787933","15.294513642787933","15.294513642787933"
"119","14.917078226804733","14.917078226804733","14.917078226804733"
"120","17.82731992006302","17.82731992006302","17.82731992006302"
"121","18.7555573284626","18.7555573284626","18.7555573284626"
"122","20.74532476067543","20.74532476067543","20.74532476067543"
"123","17.87693363428116","17.87693363428116","17.87693363428116"
"124","21.981176614761353","21.981176614761353","21.981176614761353"
"125","12.196150660514832","12.196150660514832","12.196150660514832"
"126","21.43039408326149","21.43039408326149","21.43039408326149"
"127","17.512286961078644","17.512286961078644","17.512286961078644"
"128","17.51399689912796","17.51399689912796","17.51399689912796"
"129","17.062105238437653","17.062105238437653","17.062105238437653"
"130","20.014633804559708","20.014633804559708","20.014633804559708"
"131","14.728553473949432","14.728553473949432","14.728553473949432"
"132","22.968086630105972","22.968086630105972","22.968086630105972"
"133","20.338782221078873","20.338782221078873","20.338782221078873"
"134","22.66707682609558","22.66707682609558","22.66707682609558"
"135","15.883721888065338","15.883721888065338","15.883721888065338"
"136","19.319868236780167","19.319868236780167","19.319868236780167"
"137","19.79001894593239","19.79001894593239","19.79001894593239"
"138","20.293373972177505","20.293373972177505","20.293373972177505"
"139","19.557672262191772","19.557672262191772","19.557672262191772"
"140","17.69784814119339","17.69784814119339","17.69784814119339"
"141","20.018874406814575","20.018874406814575","20.018874406814575"
"142","15.92338877916336","15.92338877916336","15.92338877916336"
"143","15.625994980335236","15.625994980335236","15.625994980335236"
"144","18.12536159157753","18.12536159157753","18.12536159157753"
"145","21.47127056121826","21.47127056121826","21.47127056121826"
"146","17.76171213388443","17.76171213388443","17.76171213388443"
"147","19.534705311059952","19.534705311059952","19.534705311059952"
"148","17.136633694171906","17.136633694171906","17.136633694171906"
"149","18.99176850914955","18.99176850914955","18.99176850914955"
"150","11.756998181343079","11.756998181343079","11.756998181343079"
"151","19.195619493722916","19.195619493722916","19.195619493722916"
"152","13.43299886584282","13.43299886584282","13.43299886584282"
"153","13.901524275541306","13.901524275541306","13.901524275541306"
